timestamp,close
2024-02-03 00:00:00,100.46548063117393
2024-02-04 00:00:00,97.76713809513306
2024-02-05 00:00:00,95.47210966234701
2024-02-06 00:00:00,95.66801933804179
2024-02-07 00:00:00,96.91999534970711
2024-02-08 00:00:00,100.8620197849941
2024-02-09 00:00:00,102.90366855652807
2024-02-10 00:00:00,107.0340359221691
2024-02-11 00:00:00,108.9914614336289
2024-02-12 00:00:00,107.42381253614128
2024-02-13 00:00:00,112.03681818642013
2024-02-14 00:00:00,112.5991116485891
2024-02-15 00:00:00,116.97610655690055
2024-02-16 00:00:00,113.5993942511846
2024-02-17 00:00:00,110.50155056850862
2024-02-18 00:00:00,108.92851023151393
2024-02-19 00:00:00,112.21541634982898
2024-02-20 00:00:00,111.27808859030418
2024-02-21 00:00:00,108.56412084328196
2024-02-22 00:00:00,105.34263381767492
2024-02-23 00:00:00,102.0417796526056
2024-02-24 00:00:00,100.09194937035414
2024-02-25 00:00:00,104.18872590266118
2024-02-26 00:00:00,103.4386239643384
2024-02-27 00:00:00,109.84509740259054
2024-02-28 00:00:00,108.17696263039223
2024-02-29 00:00:00,117.43028413751361
2024-03-01 00:00:00,125.6818167628113
2024-03-02 00:00:00,130.0470586239426
2024-03-03 00:00:00,129.8816532496919
2024-03-04 00:00:00,130.30611971907615
2024-03-05 00:00:00,133.32371555063142
2024-03-06 00:00:00,126.39112339694104
2024-03-07 00:00:00,130.66706419099268
2024-03-08 00:00:00,144.10503256536765
2024-03-09 00:00:00,145.19146101509426
2024-03-10 00:00:00,144.81714849291387
2024-03-11 00:00:00,144.25771555596154
2024-03-12 00:00:00,148.79327935268395
2024-03-13 00:00:00,150.72986927133826
2024-03-14 00:00:00,163.62579653208232
2024-03-15 00:00:00,176.2229997396476
2024-03-16 00:00:00,183.9242834890865
2024-03-17 00:00:00,180.80173842188316
2024-03-18 00:00:00,202.51891185720268
2024-03-19 00:00:00,196.34529342439117
2024-03-20 00:00:00,169.59755629640884
2024-03-21 00:00:00,191.44187811368815
2024-03-22 00:00:00,179.5544644084378
2024-03-23 00:00:00,173.45563634427955
2024-03-24 00:00:00,173.4537726410555
2024-03-25 00:00:00,184.02186416380982
2024-03-26 00:00:00,188.99685465903278
2024-03-27 00:00:00,191.23614507446956
2024-03-28 00:00:00,186.13894375748401
2024-03-29 00:00:00,189.5749906128262
2024-03-30 00:00:00,192.02726585672397
2024-03-31 00:00:00,194.48104356471714
2024-04-01 00:00:00,202.81432536234064
2024-04-02 00:00:00,192.7252498952993
2024-04-03 00:00:00,181.44094341124986
2024-04-04 00:00:00,185.51116280992997
2024-04-05 00:00:00,183.82146316534414
2024-04-06 00:00:00,175.16816341233152
2024-04-07 00:00:00,178.95970355653492
2024-04-08 00:00:00,179.58218749799138
2024-04-09 00:00:00,180.64287344561157
2024-04-10 00:00:00,172.5466374234224
2024-04-11 00:00:00,173.12196064411097
2024-04-12 00:00:00,172.69615902223114
2024-04-13 00:00:00,153.7682811535538
2024-04-14 00:00:00,140.18115063206616
2024-04-15 00:00:00,151.54672238984352
2024-04-16 00:00:00,138.41384909362205
2024-04-17 00:00:00,136.41604917198546
2024-04-18 00:00:00,132.5311508262506
2024-04-19 00:00:00,142.1317166813474
2024-04-20 00:00:00,143.2449662842533
2024-04-21 00:00:00,150.5170929398806
2024-04-22 00:00:00,148.74146308419816
2024-04-23 00:00:00,156.9921721394195
2024-04-24 00:00:00,154.69385774418163
2024-04-25 00:00:00,147.74509318899663
2024-04-26 00:00:00,144.98792922284767
2024-04-27 00:00:00,139.2590067356682
2024-04-28 00:00:00,141.58180881704862
2024-04-29 00:00:00,137.71788471179437
2024-04-30 00:00:00,137.6714796361837
2024-05-01 00:00:00,127.0390830996602
2024-05-02 00:00:00,134.753621251331
2024-05-03 00:00:00,137.9156486710101
2024-05-04 00:00:00,143.5498729974885
2024-05-05 00:00:00,146.11104319236458
2024-05-06 00:00:00,145.68571274466362
2024-05-07 00:00:00,152.65486339652605
2024-05-08 00:00:00,148.18697723966497
2024-05-09 00:00:00,142.5160197700434
2024-05-10 00:00:00,152.72554705807713
2024-05-11 00:00:00,146.3104978769931
2024-05-12 00:00:00,145.3083544018294
2024-05-13 00:00:00,143.58731571295039
2024-05-14 00:00:00,147.14466221396205
2024-05-15 00:00:00,142.0844864886782
2024-05-16 00:00:00,158.01312798977025
2024-05-17 00:00:00,159.14533854574205
2024-05-18 00:00:00,169.49970700636922
